Hoja1_Sexo,Hoja1_Zona,Hoja1_Departamento,Hoja1_Etario,Hoja1_Grupo,Hoja1_No_carente,Hoja1_Valor,Hoja1_Total,Hoja1_Sector,Hoja1_Proporción,Hoja1_Variable,Hoja1_ID,Hoja1_Nombre_dpto
Hombre,Rural,5,Mayor,Venezolana,4171.847,0,4171.847,Multisector,0.00 %,Sin pisos duraderos,5990,Antioquia
Hombre,Rural,5,Menor,Colombiana,20274.84,188067.9,208342.79,Multisector,90.27 %,Sin empleo,3850,Antioquia
Hombre,Rural,5,Menor,Colombiana,108449.5,99893.3,208342.79,Multisector,47.95 %,Hacinamiento,678,Antioquia
Hombre,Rural,5,Menor,Colombiana,176145.2,32197.62,208342.79,Multisector,15.45 %,Sin pisos duraderos,5986,Antioquia
Hombre,Rural,5,Menor,Colombiana,200272.3,8070.455,208342.79,Multisector,3.87 %,Sin paredes duraderas,6520,Antioquia
Hombre,Rural,5,Menor,Colombiana,206381.6,1961.227,208342.79,Multisector,0.94 %,Sin electricidad,5452,Antioquia
Hombre,Rural,5,Menor,Venezolana,585.74837,2095.068,2680.816,Multisector,78.15 %,Hacinamiento,679,Antioquia
Hombre,Rural,5,Menor,Venezolana,717.19531,1963.621,2680.816,Multisector,73.25 %,Sin empleo,3851,Antioquia
Hombre,Rural,5,Menor,Venezolana,2680.816,0,2680.816,Multisector,0.00 %,Sin electricidad,5453,Antioquia
Hombre,Rural,5,Menor,Venezolana,2680.816,0,2680.816,Multisector,0.00 %,Sin paredes duraderas,6521,Antioquia
Hombre,Rural,5,Menor,Venezolana,2680.816,0,2680.816,Multisector,0.00 %,Sin pisos duraderos,5987,Antioquia
Hombre,Rural,8,Mayor,Colombiana,5317.7513,81082.97,86400.72,Multisector,93.85 %,Sin empleo,3858,Atlántico
Hombre,Rural,8,Mayor,Colombiana,53489.54,32911.18,86400.72,Multisector,38.09 %,Hacinamiento,686,Atlántico
Hombre,Rural,8,Mayor,Colombiana,84334.382,2066.343,86400.72,Multisector,2.39 %,Sin electricidad,5460,Atlántico
Hombre,Rural,8,Mayor,Colombiana,84871.77,1528.954,86400.72,Multisector,1.77 %,Sin pisos duraderos,5994,Atlántico
Hombre,Rural,8,Mayor,Colombiana,85951.6,449.1273,86400.72,Multisector,0.52 %,Sin paredes duraderas,6528,Atlántico
Hombre,Rural,8,Mayor,Retornada,0,4875.075,4875.075,Multisector,100.00 %,Sin empleo,3859,Atlántico
Hombre,Rural,8,Mayor,Retornada,2257.811,2617.263,4875.075,Multisector,53.69 %,Hacinamiento,687,Atlántico
Hombre,Rural,8,Mayor,Retornada,4465.473,409.60156,4875.075,Multisector,8.40 %,Sin paredes duraderas,6529,Atlántico
Hombre,Rural,8,Mayor,Retornada,4465.473,409.60156,4875.075,Multisector,8.40 %,Sin pisos duraderos,5995,Atlántico
Hombre,Rural,8,Mayor,Retornada,4875.075,0,4875.075,Multisector,0.00 %,Sin electricidad,5461,Atlántico
Hombre,Rural,8,Mayor,Venezolana,0,7172.271,7172.271,Multisector,100.00 %,Sin empleo,3860,Atlántico
Hombre,Rural,8,Mayor,Venezolana,3749.912,3422.359,7172.271,Multisector,47.72 %,Hacinamiento,688,Atlántico
Hombre,Rural,8,Mayor,Venezolana,6900.144,272.12708,7172.271,Multisector,3.79 %,Sin electricidad,5462,Atlántico
Hombre,Rural,8,Mayor,Venezolana,6949.406,222.86447,7172.271,Multisector,3.11 %,Sin pisos duraderos,5996,Atlántico
Hombre,Rural,8,Mayor,Venezolana,7172.271,0,7172.271,Multisector,0.00 %,Sin paredes duraderas,6530,Atlántico
Hombre,Rural,8,Menor,Colombiana,1570.807,44591.688,46162.49,Multisector,96.60 %,Sin empleo,3855,Atlántico
Hombre,Rural,8,Menor,Colombiana,20095.16,26067.34,46162.49,Multisector,56.47 %,Hacinamiento,683,Atlántico
Hombre,Rural,8,Menor,Colombiana,44517.15,1645.342,46162.49,Multisector,3.56 %,Sin electricidad,5457,Atlántico
Hombre,Rural,8,Menor,Colombiana,45929.46,233.034668,46162.49,Multisector,0.50 %,Sin paredes duraderas,6525,Atlántico
Hombre,Rural,8,Menor,Colombiana,45973.099,189.395752,46162.49,Multisector,0.41 %,Sin pisos duraderos,5991,Atlántico
Hombre,Rural,8,Menor,Retornada,0,508.48901,508.48901,Multisector,100.00 %,Sin empleo,3856,Atlántico
Hombre,Rural,8,Menor,Retornada,508.48901,0,508.48901,Multisector,0.00 %,Hacinamiento,684,Atlántico
Hombre,Rural,8,Menor,Retornada,508.48901,0,508.48901,Multisector,0.00 %,Sin electricidad,5458,Atlántico
Hombre,Rural,8,Menor,Retornada,508.48901,0,508.48901,Multisector,0.00 %,Sin paredes duraderas,6526,Atlántico
Hombre,Rural,8,Menor,Retornada,508.48901,0,508.48901,Multisector,0.00 %,Sin pisos duraderos,5992,Atlántico
Hombre,Rural,8,Menor,Venezolana,0,5903.104,5903.104,Multisector,100.00 %,Sin empleo,3857,Atlántico
Hombre,Rural,8,Menor,Venezolana,1925.742,3977.362,5903.104,Multisector,67.38 %,Hacinamiento,685,Atlántico
Hombre,Rural,8,Menor,Venezolana,5903.104,0,5903.104,Multisector,0.00 %,Sin electricidad,5459,Atlántico
Hombre,Rural,8,Menor,Venezolana,5903.104,0,5903.104,Multisector,0.00 %,Sin paredes duraderas,6527,Atlántico
Hombre,Rural,8,Menor,Venezolana,5903.104,0,5903.104,Multisector,0.00 %,Sin pisos duraderos,5993,Atlántico
Hombre,Rural,11,Mayor,Colombiana,513.50148,69.976486,583.47797,Multisector,11.99 %,Sin empleo,3862,"Bogotá, D.C."
Hombre,Rural,11,Mayor,Colombiana,583.47797,0,583.47797,Multisector,0.00 %,Hacinamiento,690,"Bogotá, D.C."
Hombre,Rural,11,Mayor,Colombiana,583.47797,0,583.47797,Multisector,0.00 %,Sin electricidad,5464,"Bogotá, D.C."
Hombre,Rural,11,Mayor,Colombiana,583.47797,0,583.47797,Multisector,0.00 %,Sin paredes duraderas,6532,"Bogotá, D.C."
Hombre,Rural,11,Mayor,Colombiana,583.47797,0,583.47797,Multisector,0.00 %,Sin pisos duraderos,5998,"Bogotá, D.C."
Hombre,Rural,11,Menor,Colombiana,0,139.95297,139.95297,Multisector,100.00 %,Sin empleo,3861,"Bogotá, D.C."
Hombre,Rural,11,Menor,Colombiana,139.95297,0,139.95297,Multisector,0.00 %,Hacinamiento,689,"Bogotá, D.C."
Hombre,Rural,11,Menor,Colombiana,139.95297,0,139.95297,Multisector,0.00 %,Sin electricidad,5463,"Bogotá, D.C."
Hombre,Rural,11,Menor,Colombiana,139.95297,0,139.95297,Multisector,0.00 %,Sin paredes duraderas,6531,"Bogotá, D.C."
Hombre,Rural,11,Menor,Colombiana,139.95297,0,139.95297,Multisector,0.00 %,Sin pisos duraderos,5997,"Bogotá, D.C."
Hombre,Rural,13,Mayor,Colombiana,4829.291,169098,173927.3,Multisector,97.22 %,Sin empleo,3866,Bolívar
Hombre,Rural,13,Mayor,Colombiana,104157.3,69770.03,173927.3,Multisector,40.11 %,Sin pisos duraderos,6002,Bolívar
Hombre,Rural,13,Mayor,Colombiana,104291.81,69635.52,173927.3,Multisector,40.04 %,Hacinamiento,694,Bolívar
Hombre,Rural,13,Mayor,Colombiana,137796.3,36130.99,173927.3,Multisector,20.77 %,Sin electricidad,5468,Bolívar
Hombre,Rural,13,Mayor,Colombiana,145145.4,28781.89,173927.3,Multisector,16.55 %,Sin paredes duraderas,6536,Bolívar
Hombre,Rural,13,Mayor,Retornada,142.84752,4976.239,5119.087,Multisector,97.21 %,Sin empleo,3867,Bolívar
Hombre,Rural,13,Mayor,Retornada,2780.418,2338.669,5119.087,Multisector,45.69 %,Hacinamiento,695,Bolívar
Hombre,Rural,13,Mayor,Retornada,3811.8026,1307.284,5119.087,Multisector,25.54 %,Sin pisos duraderos,6003,Bolívar
Hombre,Rural,13,Mayor,Retornada,3923.582,1195.505,5119.087,Multisector,23.35 %,Sin electricidad,5469,Bolívar
Hombre,Rural,13,Mayor,Retornada,4936.867,182.21933,5119.087,Multisector,3.56 %,Sin paredes duraderas,6537,Bolívar
Hombre,Rural,13,Mayor,Venezolana,142.84752,2967.502,3110.349,Multisector,95.41 %,Sin empleo,3868,Bolívar
Hombre,Rural,13,Mayor,Venezolana,1903.756,1206.593,3110.349,Multisector,38.79 %,Hacinamiento,696,Bolívar
Hombre,Rural,13,Mayor,Venezolana,2122.227,988.12264,3110.349,Multisector,31.77 %,Sin pisos duraderos,6004,Bolívar
Hombre,Rural,13,Mayor,Venezolana,2724.909,385.440361,3110.349,Multisector,12.39 %,Sin electricidad,5470,Bolívar
Hombre,Rural,13,Mayor,Venezolana,2979.073,131.27664,3110.349,Multisector,4.22 %,Sin paredes duraderas,6538,Bolívar
Hombre,Rural,13,Menor,Colombiana,3731.168,91861.92,95593.08,Multisector,96.10 %,Sin empleo,3863,Bolívar
Hombre,Rural,13,Menor,Colombiana,36383.66,59209.42,95593.08,Multisector,61.94 %,Hacinamiento,691,Bolívar
Hombre,Rural,13,Menor,Colombiana,56075.74,39517.35,95593.08,Multisector,41.34 %,Sin pisos duraderos,5999,Bolívar
Hombre,Rural,13,Menor,Colombiana,77011.96,18581.13,95593.08,Multisector,19.44 %,Sin electricidad,5465,Bolívar
Hombre,Rural,13,Menor,Colombiana,80247.06,15346.02,95593.08,Multisector,16.05 %,Sin paredes duraderas,6533,Bolívar
Hombre,Rural,13,Menor,Retornada,0,80.646774,80.646774,Multisector,100.00 %,Hacinamiento,692,Bolívar
Hombre,Rural,13,Menor,Retornada,0,80.646774,80.646774,Multisector,100.00 %,Sin empleo,3864,Bolívar
Hombre,Rural,13,Menor,Retornada,80.646774,0,80.646774,Multisector,0.00 %,Sin electricidad,5466,Bolívar
Hombre,Rural,13,Menor,Retornada,80.646774,0,80.646774,Multisector,0.00 %,Sin paredes duraderas,6534,Bolívar
Hombre,Rural,13,Menor,Retornada,80.646774,0,80.646774,Multisector,0.00 %,Sin pisos duraderos,6000,Bolívar
Hombre,Rural,13,Menor,Venezolana,142.84752,4204.377,4347.224,Multisector,96.71 %,Sin empleo,3865,Bolívar
Hombre,Rural,13,Menor,Venezolana,1515.004,2832.22,4347.224,Multisector,65.15 %,Hacinamiento,693,Bolívar
Hombre,Rural,13,Menor,Venezolana,3639.2488,707.97531,4347.224,Multisector,16.29 %,Sin pisos duraderos,6001,Bolívar
Hombre,Rural,13,Menor,Venezolana,3839.789,507.43486,4347.224,Multisector,11.67 %,Sin paredes duraderas,6535,Bolívar
Hombre,Rural,13,Menor,Venezolana,3941.792,405.43235,4347.224,Multisector,9.33 %,Sin electricidad,5467,Bolívar
Hombre,Rural,15,Mayor,Colombiana,12770.63,158603.3,171373.9,Multisector,92.55 %,Sin empleo,3871,Boyacá
Hombre,Rural,15,Mayor,Colombiana,141821.2,29552.73,171373.9,Multisector,17.24 %,Hacinamiento,699,Boyacá
Hombre,Rural,15,Mayor,Colombiana,152233.8,19140.13,171373.9,Multisector,11.17 %,Sin paredes duraderas,6541,Boyacá
Hombre,Rural,15,Mayor,Colombiana,163744,7629.921,171373.9,Multisector,4.45 %,Sin pisos duraderos,6007,Boyacá
Hombre,Rural,15,Mayor,Colombiana,168492.3,2881.591,171373.9,Multisector,1.68 %,Sin electricidad,5473,Boyacá
Hombre,Rural,15,Mayor,Retornada,0,1136.237,1136.237,Multisector,100.00 %,Sin empleo,3872,Boyacá
Hombre,Rural,15,Mayor,Retornada,534.27953,601.95714,1136.237,Multisector,52.98 %,Hacinamiento,700,Boyacá
Hombre,Rural,15,Mayor,Retornada,789.63114,346.60553,1136.237,Multisector,30.50 %,Sin electricidad,5474,Boyacá
Hombre,Rural,15,Mayor,Retornada,1136.237,0,1136.237,Multisector,0.00 %,Sin paredes duraderas,6542,Boyacá
Hombre,Rural,15,Mayor,Retornada,1136.237,0,1136.237,Multisector,0.00 %,Sin pisos duraderos,6008,Boyacá
Hombre,Rural,15,Mayor,Venezolana,0,1756.397,1756.397,Multisector,100.00 %,Sin empleo,3873,Boyacá
Hombre,Rural,15,Mayor,Venezolana,162.71979,1593.677,1756.397,Multisector,90.74 %,Hacinamiento,701,Boyacá
Hombre,Rural,15,Mayor,Venezolana,1756.397,0,1756.397,Multisector,0.00 %,Sin electricidad,5475,Boyacá
Hombre,Rural,15,Mayor,Venezolana,1756.397,0,1756.397,Multisector,0.00 %,Sin paredes duraderas,6543,Boyacá
Hombre,Rural,15,Mayor,Venezolana,1756.397,0,1756.397,Multisector,0.00 %,Sin pisos duraderos,6009,Boyacá
Hombre,Rural,15,Menor,Colombiana,8966.998,89641.69,98608.69,Multisector,90.91 %,Sin empleo,3869,Boyacá
Hombre,Rural,15,Menor,Colombiana,63311.64,35297.05,98608.69,Multisector,35.80 %,Hacinamiento,697,Boyacá
Hombre,Rural,15,Menor,Colombiana,88293.06,10315.63,98608.69,Multisector,10.46 %,Sin paredes duraderas,6539,Boyacá
Hombre,Rural,15,Menor,Colombiana,95520.44,3088.246,98608.69,Multisector,3.13 %,Sin pisos duraderos,6005,Boyacá
Hombre,Rural,15,Menor,Colombiana,97385.735,1222.954,98608.69,Multisector,1.24 %,Sin electricidad,5471,Boyacá
Hombre,Rural,15,Menor,Venezolana,0,1020.01,1020.01,Multisector,100.00 %,Sin empleo,3870,Boyacá
Hombre,Rural,15,Menor,Venezolana,267.441925,752.5685,1020.01,Multisector,73.78 %,Hacinamiento,698,Boyacá
Hombre,Rural,15,Menor,Venezolana,1020.01,0,1020.01,Multisector,0.00 %,Sin electricidad,5472,Boyacá
Hombre,Rural,15,Menor,Venezolana,1020.01,0,1020.01,Multisector,0.00 %,Sin paredes duraderas,6540,Boyacá
Hombre,Rural,15,Menor,Venezolana,1020.01,0,1020.01,Multisector,0.00 %,Sin pisos duraderos,6006,Boyacá
Hombre,Rural,17,Mayor,Colombiana,6079.544,103495.3,109574.8,Multisector,94.45 %,Sin empleo,3876,Caldas
Hombre,Rural,17,Mayor,Colombiana,82440.13,27134.69,109574.8,Multisector,24.76 %,Sin paredes duraderas,6546,Caldas
Hombre,Rural,17,Mayor,Colombiana,92058.17,17516.65,109574.8,Multisector,15.99 %,Hacinamiento,704,Caldas
Hombre,Rural,17,Mayor,Colombiana,108129.1,1445.715,109574.8,Multisector,1.32 %,Sin pisos duraderos,6012,Caldas
Hombre,Rural,17,Mayor,Colombiana,109107.3,467.50214,109574.8,Multisector,0.43 %,Sin electricidad,5478,Caldas
Hombre,Rural,17,Mayor,Retornada,0,91.2677536,91.2677536,Multisector,100.00 %,Sin empleo,3877,Caldas
Hombre,Rural,17,Mayor,Retornada,91.2677536,0,91.2677536,Multisector,0.00 %,Hacinamiento,705,Caldas
Hombre,Rural,17,Mayor,Retornada,91.2677536,0,91.2677536,Multisector,0.00 %,Sin electricidad,5479,Caldas
Hombre,Rural,17,Mayor,Retornada,91.2677536,0,91.2677536,Multisector,0.00 %,Sin paredes duraderas,6547,Caldas
Hombre,Rural,17,Mayor,Retornada,91.2677536,0,91.2677536,Multisector,0.00 %,Sin pisos duraderos,6013,Caldas
Hombre,Rural,17,Mayor,Venezolana,192.11626,603.56297,795.67923,Multisector,75.86 %,Sin empleo,3878,Caldas
Hombre,Rural,17,Mayor,Venezolana,344.21093,451.46829,795.67923,Multisector,56.74 %,Hacinamiento,706,Caldas
Hombre,Rural,17,Mayor,Venezolana,476.31957,319.35965,795.67923,Multisector,40.14 %,Sin paredes duraderas,6548,Caldas
Hombre,Rural,17,Mayor,Venezolana,795.67923,0,795.67923,Multisector,0.00 %,Sin electricidad,5480,Caldas
Hombre,Rural,17,Mayor,Venezolana,795.67923,0,795.67923,Multisector,0.00 %,Sin pisos duraderos,6014,Caldas
Hombre,Rural,17,Menor,Colombiana,2575.032,52831.58,55406.61,Multisector,95.35 %,Sin empleo,3874,Caldas
Hombre,Rural,17,Menor,Colombiana,36799.47,18607.137,55406.61,Multisector,33.58 %,Hacinamiento,702,Caldas
Hombre,Rural,17,Menor,Colombiana,42574.3,12832.31,55406.61,Multisector,23.16 %,Sin paredes duraderas,6544,Caldas
Hombre,Rural,17,Menor,Colombiana,54106.99,1299.621,55406.61,Multisector,2.35 %,Sin pisos duraderos,6010,Caldas
Hombre,Rural,17,Menor,Colombiana,55233.47,173.14095,55406.61,Multisector,0.31 %,Sin electricidad,5476,Caldas
Hombre,Rural,17,Menor,Venezolana,0,156.730835,156.730835,Multisector,100.00 %,Hacinamiento,703,Caldas
Hombre,Rural,17,Menor,Venezolana,0,156.730835,156.730835,Multisector,100.00 %,Sin empleo,3875,Caldas
Hombre,Rural,17,Menor,Venezolana,0,156.730835,156.730835,Multisector,100.00 %,Sin paredes duraderas,6545,Caldas
Hombre,Rural,17,Menor,Venezolana,156.730835,0,156.730835,Multisector,0.00 %,Sin electricidad,5477,Caldas
Hombre,Rural,17,Menor,Venezolana,156.730835,0,156.730835,Multisector,0.00 %,Sin pisos duraderos,6011,Caldas
Hombre,Rural,18,Mayor,Colombiana,4106.78,81728.475,85835.25,Multisector,95.22 %,Sin empleo,3881,Caquetá
Hombre,Rural,18,Mayor,Colombiana,59968.38,25866.88,85835.25,Multisector,30.14 %,Hacinamiento,709,Caquetá
Hombre,Rural,18,Mayor,Colombiana,79920.58,5914.676,85835.25,Multisector,6.89 %,Sin pisos duraderos,6017,Caquetá
Hombre,Rural,18,Mayor,Colombiana,82345.59,3489.6653,85835.25,Multisector,4.07 %,Sin electricidad,5483,Caquetá
Hombre,Rural,18,Mayor,Colombiana,85660.76,174.49235,85835.25,Multisector,0.20 %,Sin paredes duraderas,6551,Caquetá
Hombre,Rural,18,Mayor,Retornada,0,22.404449,22.404449,Multisector,100.00 %,Sin empleo,3882,Caquetá
Hombre,Rural,18,Mayor,Retornada,22.404449,0,22.404449,Multisector,0.00 %,Hacinamiento,710,Caquetá
Hombre,Rural,18,Mayor,Retornada,22.404449,0,22.404449,Multisector,0.00 %,Sin electricidad,5484,Caquetá
Hombre,Rural,18,Mayor,Retornada,22.404449,0,22.404449,Multisector,0.00 %,Sin paredes duraderas,6552,Caquetá
Hombre,Rural,18,Mayor,Retornada,22.404449,0,22.404449,Multisector,0.00 %,Sin pisos duraderos,6018,Caquetá
Hombre,Rural,18,Mayor,Venezolana,0,243.22453,243.22453,Multisector,100.00 %,Sin empleo,3883,Caquetá
Hombre,Rural,18,Mayor,Venezolana,108.29094,134.93359,243.22453,Multisector,55.48 %,Hacinamiento,711,Caquetá
Hombre,Rural,18,Mayor,Venezolana,243.22453,0,243.22453,Multisector,0.00 %,Sin electricidad,5485,Caquetá
Hombre,Rural,18,Mayor,Venezolana,243.22453,0,243.22453,Multisector,0.00 %,Sin paredes duraderas,6553,Caquetá
Hombre,Rural,18,Mayor,Venezolana,243.22453,0,243.22453,Multisector,0.00 %,Sin pisos duraderos,6019,Caquetá
Hombre,Rural,18,Menor,Colombiana,3326.556,58110.43,61436.98,Multisector,94.59 %,Sin empleo,3879,Caquetá
Hombre,Rural,18,Menor,Colombiana,33800.17,27636.81,61436.98,Multisector,44.98 %,Hacinamiento,707,Caquetá
Hombre,Rural,18,Menor,Colombiana,57455.24,3981.74,61436.98,Multisector,6.48 %,Sin pisos duraderos,6015,Caquetá
Hombre,Rural,18,Menor,Colombiana,58683.22,2753.766,61436.98,Multisector,4.48 %,Sin electricidad,5481,Caquetá
Hombre,Rural,18,Menor,Colombiana,61436.98,0,61436.98,Multisector,0.00 %,Sin paredes duraderas,6549,Caquetá
Hombre,Rural,18,Menor,Venezolana,0,145.20163,145.20163,Multisector,100.00 %,Sin empleo,3880,Caquetá
Hombre,Rural,18,Menor,Venezolana,145.20163,0,145.20163,Multisector,0.00 %,Hacinamiento,708,Caquetá
Hombre,Rural,18,Menor,Venezolana,145.20163,0,145.20163,Multisector,0.00 %,Sin electricidad,5482,Caquetá
Hombre,Rural,18,Menor,Venezolana,145.20163,0,145.20163,Multisector,0.00 %,Sin paredes duraderas,6550,Caquetá
Hombre,Rural,18,Menor,Venezolana,145.20163,0,145.20163,Multisector,0.00 %,Sin pisos duraderos,6016,Caquetá
Hombre,Rural,19,Mayor,Colombiana,17044.62,229535.65,246580.3,Multisector,93.09 %,Sin empleo,3886,Cauca
Hombre,Rural,19,Mayor,Colombiana,160213.7,86366.61,246580.3,Multisector,35.03 %,Sin paredes duraderas,6556,Cauca
Hombre,Rural,19,Mayor,Colombiana,188914,57666.31,246580.3,Multisector,23.39 %,Hacinamiento,714,Cauca
Hombre,Rural,19,Mayor,Colombiana,192744,53836.32,246580.3,Multisector,21.83 %,Sin pisos duraderos,6022,Cauca
Hombre,Rural,19,Mayor,Colombiana,241141.6,5438.703,246580.3,Multisector,2.21 %,Sin electricidad,5488,Cauca
Hombre,Rural,19,Mayor,Retornada,0,756.44434,756.44434,Multisector,100.00 %,Sin empleo,3887,Cauca
Hombre,Rural,19,Mayor,Retornada,623.8964,132.54794,756.44434,Multisector,17.52 %,Hacinamiento,715,Cauca
Hombre,Rural,19,Mayor,Retornada,665.64073,90.803612,756.44434,Multisector,12.00 %,Sin paredes duraderas,6557,Cauca
Hombre,Rural,19,Mayor,Retornada,756.44434,0,756.44434,Multisector,0.00 %,Sin electricidad,5489,Cauca
Hombre,Rural,19,Mayor,Retornada,756.44434,0,756.44434,Multisector,0.00 %,Sin pisos duraderos,6023,Cauca
Hombre,Rural,19,Mayor,Venezolana,70.400894,1425.89,1496.291,Multisector,95.29 %,Sin empleo,3888,Cauca
Hombre,Rural,19,Mayor,Venezolana,1231.1951,265.09589,1496.291,Multisector,17.72 %,Hacinamiento,716,Cauca
Hombre,Rural,19,Mayor,Venezolana,1496.291,0,1496.291,Multisector,0.00 %,Sin electricidad,5490,Cauca
Hombre,Rural,19,Mayor,Venezolana,1496.291,0,1496.291,Multisector,0.00 %,Sin paredes duraderas,6558,Cauca
Hombre,Rural,19,Mayor,Venezolana,1496.291,0,1496.291,Multisector,0.00 %,Sin pisos duraderos,6024,Cauca
Hombre,Rural,19,Menor,Colombiana,8410.593,116851.9,125262.5,Multisector,93.29 %,Sin empleo,3884,Cauca
Hombre,Rural,19,Menor,Colombiana,70802.4,54460.09,125262.5,Multisector,43.48 %,Hacinamiento,712,Cauca
Hombre,Rural,19,Menor,Colombiana,81917.73,43344.76,125262.5,Multisector,34.60 %,Sin paredes duraderas,6554,Cauca
Hombre,Rural,19,Menor,Colombiana,92165.19,33097.29,125262.5,Multisector,26.42 %,Sin pisos duraderos,6020,Cauca
Hombre,Rural,19,Menor,Colombiana,122212.54,3049.9477,125262.5,Multisector,2.43 %,Sin electricidad,5486,Cauca
Hombre,Rural,19,Menor,Venezolana,0,1125.133,1125.133,Multisector,100.00 %,Sin empleo,3885,Cauca
Hombre,Rural,19,Menor,Venezolana,1034.3293,90.803612,1125.133,Multisector,8.07 %,Sin paredes duraderas,6555,Cauca
Hombre,Rural,19,Menor,Venezolana,1125.133,0,1125.133,Multisector,0.00 %,Hacinamiento,713,Cauca
Hombre,Rural,19,Menor,Venezolana,1125.133,0,1125.133,Multisector,0.00 %,Sin electricidad,5487,Cauca
Hombre,Rural,19,Menor,Venezolana,1125.133,0,1125.133,Multisector,0.00 %,Sin pisos duraderos,6021,Cauca
Hombre,Rural,20,Mayor,Colombiana,1648.87,100227.6,101876.4,Multisector,98.38 %,Sin empleo,3892,Cesar
Hombre,Rural,20,Mayor,Colombiana,57664.94,44211.5,101876.4,Multisector,43.40 %,Hacinamiento,720,Cesar
Hombre,Rural,20,Mayor,Colombiana,78143.06,23733.37,101876.4,Multisector,23.30 %,Sin electricidad,5494,Cesar
Hombre,Rural,20,Mayor,Colombiana,81817.273,20059.165,101876.4,Multisector,19.69 %,Sin pisos duraderos,6028,Cesar
Hombre,Rural,20,Mayor,Colombiana,85308.76,16567.68,101876.4,Multisector,16.26 %,Sin paredes duraderas,6562,Cesar
Hombre,Rural,20,Mayor,Retornada,0,3169.553,3169.553,Multisector,100.00 %,Sin empleo,3893,Cesar
Hombre,Rural,20,Mayor,Retornada,1331.025,1838.528,3169.553,Multisector,58.01 %,Hacinamiento,721,Cesar
Hombre,Rural,20,Mayor,Retornada,2392.643,776.9104,3169.553,Multisector,24.51 %,Sin paredes duraderas,6563,Cesar
Hombre,Rural,20,Mayor,Retornada,2718.038,451.51518,3169.553,Multisector,14.25 %,Sin electricidad,5495,Cesar
Hombre,Rural,20,Mayor,Retornada,2871.178,298.37498,3169.553,Multisector,9.41 %,Sin pisos duraderos,6029,Cesar
Hombre,Rural,20,Mayor,Venezolana,0,1929.882,1929.882,Multisector,100.00 %,Sin empleo,3894,Cesar
Hombre,Rural,20,Mayor,Venezolana,823.07867,1106.803,1929.882,Multisector,57.35 %,Hacinamiento,722,Cesar
Hombre,Rural,20,Mayor,Venezolana,1185.759,744.12309,1929.882,Multisector,38.56 %,Sin electricidad,5496,Cesar
Hombre,Rural,20,Mayor,Venezolana,1669.141,260.7411,1929.882,Multisector,13.51 %,Sin paredes duraderas,6564,Cesar
Hombre,Rural,20,Mayor,Venezolana,1802.433,127.44942,1929.882,Multisector,6.60 %,Sin pisos duraderos,6030,Cesar
Hombre,Rural,20,Menor,Colombiana,1086.56,79289.37,80375.93,Multisector,98.65 %,Sin empleo,3889,Cesar
Hombre,Rural,20,Menor,Colombiana,21559,58816.93,80375.93,Multisector,73.18 %,Hacinamiento,717,Cesar
Hombre,Rural,20,Menor,Colombiana,58686.19,21689.74,80375.93,Multisector,26.99 %,Sin pisos duraderos,6025,Cesar
Hombre,Rural,20,Menor,Colombiana,59649,20726.93,80375.93,Multisector,25.79 %,Sin electricidad,5491,Cesar
